,Caption,tokenized,freqdist,tokens_WSW,normalized,tokens_stemmed,merged
290,asumsi freming,"['asumsi', 'freming']",<FreqDist with 2 samples and 2 outcomes>,"['asumsi', 'freming']","['asumsi', 'freming']","['asumsi', 'freming']",asumsi freming
291,udah jelas di no kenapa penguasa dan cebong masih aja panik dan nyebar hoax ke anies yaaak lucu bin ajaib atau jangan aslinya sebaliknya,"['udah', 'jelas', 'di', 'no', 'kenapa', 'penguasa', 'dan', 'cebong', 'masih', 'aja', 'panik', 'dan', 'nyebar', 'hoax', 'ke', 'anies', 'yaaak', 'lucu', 'bin', 'ajaib', 'atau', 'jangan', 'aslinya', 'sebaliknya']",<FreqDist with 23 samples and 24 outcomes>,"['udah', 'no', 'penguasa', 'cebong', 'panik', 'nyebar', 'hoax', 'anies', 'yaaak', 'lucu', 'bin', 'ajaib', 'aslinya']","['udah', 'no', 'penguasa', 'cebong', 'panik', 'nyebar', 'hoax', 'anies', 'yaaak', 'lucu', 'bin', 'ajaib', 'aslinya']","['udah', 'no', 'kuasa', 'cebong', 'panik', 'nyebar', 'hoax', 'anies', 'yaaak', 'lucu', 'bin', 'ajaib', 'asli']",udah no kuasa cebong panik nyebar hoax anies yaaak lucu bin ajaib asli
292,karena orang indonesia butuh presiden bukan onta,"['karena', 'orang', 'indonesia', 'butuh', 'presiden', 'bukan', 'onta']",<FreqDist with 7 samples and 7 outcomes>,"['orang', 'indonesia', 'butuh', 'presiden', 'onta']","['orang', 'indonesia', 'butuh', 'presiden', 'onta']","['orang', 'indonesia', 'butuh', 'presiden', 'onta']",orang indonesia butuh presiden onta
293,tanya aja,"['tanya', 'aja']",<FreqDist with 2 samples and 2 outcomes>,[],[],[],
294,lah gagasanya bukannya udah ada yaitu nyinyir terus ke pemerintahan presiden jokowi heran ga mau belajar padahal pak prabski  gagalpilpres karena anak buahnya sibuk nyinyir bukannya ngasih gagasan dan herannya masih di tiru skrang hal kek gitu sama anis ya jelas elektabilitasnya sgitu aja dan basis pemilihnya ya itu aja masyrakat dengan sentimen agama,"['lah', 'gagasanya', 'bukannya', 'udah', 'ada', 'yaitu', 'nyinyir', 'terus', 'ke', 'pemerintahan', 'presiden', 'jokowi', 'heran', 'ga', 'mau', 'belajar', 'padahal', 'pak', 'prabski', 'gagalpilpres', 'karena', 'anak', 'buahnya', 'sibuk', 'nyinyir', 'bukannya', 'ngasih', 'gagasan', 'dan', 'herannya', 'masih', 'di', 'tiru', 'skrang', 'hal', 'kek', 'gitu', 'sama', 'anis', 'ya', 'jelas', 'elektabilitasnya', 'sgitu', 'aja', 'dan', 'basis', 'pemilihnya', 'ya', 'itu', 'aja', 'masyrakat', 'dengan', 'sentimen', 'agama']",<FreqDist with 49 samples and 54 outcomes>,"['gagasanya', 'udah', 'nyinyir', 'pemerintahan', 'presiden', 'jokowi', 'heran', 'belajar', 'prabski', 'gagalpilpres', 'anak', 'buahnya', 'sibuk', 'nyinyir', 'ngasih', 'gagasan', 'herannya', 'tiru', 'skrang', 'kek', 'gitu', 'anis', 'elektabilitasnya', 'sgitu', 'basis', 'pemilihnya', 'masyrakat', 'sentimen', 'agama']","['gagasanya', 'udah', 'nyinyir', 'pemerintahan', 'presiden', 'jokowi', 'heran', 'belajar', 'prabski', 'gagalpilpres', 'anak', 'buahnya', 'sibuk', 'nyinyir', 'ngasih', 'gagasan', 'herannya', 'tiru', 'skrang', 'kek', 'gitu', 'anies', 'elektabilitasnya', 'sgitu', 'basis', 'pemilihnya', 'masyrakat', 'sentimen', 'agama']","['gagasanya', 'udah', 'nyinyir', 'perintah', 'presiden', 'jokowi', 'heran', 'ajar', 'prabski', 'gagalpilpres', 'anak', 'buah', 'sibuk', 'nyinyir', 'ngasih', 'gagas', 'heran', 'tiru', 'skrang', 'kek', 'gitu', 'anies', 'elektabilitasnya', 'sgitu', 'basis', 'pilih', 'masyrakat', 'sentimen', 'agama']",gagasanya udah nyinyir perintah presiden jokowi heran ajar prabski gagalpilpres anak buah sibuk nyinyir ngasih gagas heran tiru skrang kek gitu anies elektabilitasnya sgitu basis pilih masyrakat sentimen agama
295,kualitas bukan kuantitas,"['kualitas', 'bukan', 'kuantitas']",<FreqDist with 3 samples and 3 outcomes>,"['kualitas', 'kuantitas']","['kualitas', 'kuantitas']","['kualitas', 'kuantitas']",kualitas kuantitas
296,kenapa digambar ini nomor dan nya tanda tanya karrna berdasarkan survey pak lebih unggul dari pada pranowo cek disini gais,"['kenapa', 'digambar', 'ini', 'nomor', 'dan', 'nya', 'tanda', 'tanya', 'karrna', 'berdasarkan', 'survey', 'pak', 'lebih', 'unggul', 'dari', 'pada', 'pranowo', 'cek', 'disini', 'gais']",<FreqDist with 20 samples and 20 outcomes>,"['digambar', 'nomor', 'tanda', 'karrna', 'berdasarkan', 'survey', 'unggul', 'pranowo', 'cek', 'gais']","['digambar', 'nomor', 'tanda', 'karrna', 'berdasarkan', 'survey', 'unggul', 'pranowo', 'cek', 'gais']","['gambar', 'nomor', 'tanda', 'karrna', 'dasar', 'survey', 'unggul', 'pranowo', 'cek', 'gais']",gambar nomor tanda karrna dasar survey unggul pranowo cek gais
297,kalo saya boleh nuliskok ada ya yang masih berpihak pada pak anis itu pertanyaan saya,"['kalo', 'saya', 'boleh', 'nuliskok', 'ada', 'ya', 'yang', 'masih', 'berpihak', 'pada', 'pak', 'anis', 'itu', 'pertanyaan', 'saya']",<FreqDist with 14 samples and 15 outcomes>,"['nuliskok', 'berpihak', 'anis']","['nuliskok', 'berpihak', 'anies']","['nuliskok', 'pihak', 'anies']",nuliskok pihak anies
298,sesuai pesanan saya saja gak pernah ngisi survei,"['sesuai', 'pesanan', 'saya', 'saja', 'gak', 'pernah', 'ngisi', 'survei']",<FreqDist with 8 samples and 8 outcomes>,"['sesuai', 'pesanan', 'ngisi', 'survei']","['sesuai', 'pesanan', 'ngisi', 'survei']","['sesuai', 'pesan', 'ngisi', 'survei']",sesuai pesan ngisi survei
299,anis gapunya duit buat bayar kang survei,"['anis', 'gapunya', 'duit', 'buat', 'bayar', 'kang', 'survei']",<FreqDist with 7 samples and 7 outcomes>,"['anis', 'gapunya', 'duit', 'bayar', 'kang', 'survei']","['anies', 'gapunya', 'duit', 'bayar', 'kang', 'survei']","['anies', 'gapunya', 'duit', 'bayar', 'kang', 'survei']",anies gapunya duit bayar kang survei
300,mau nyoba prabowo  milih pakde,"['mau', 'nyoba', 'prabowo', 'milih', 'pakde']",<FreqDist with 5 samples and 5 outcomes>,"['nyoba', 'prabowo', 'milih', 'pakde']","['nyoba', 'prabowo', 'milih', 'pakde']","['nyoba', 'prabowo', 'milih', 'pakde']",nyoba prabowo milih pakde
301,karena asumsi media yg pro ke ganjar jadi anis paling bawah cuaaaaahks cuih,"['karena', 'asumsi', 'media', 'yg', 'pro', 'ke', 'ganjar', 'jadi', 'anis', 'paling', 'bawah', 'cuaaaaahks', 'cuih']",<FreqDist with 13 samples and 13 outcomes>,"['asumsi', 'media', 'pro', 'ganjar', 'anis', 'cuaaaaahks', 'cuih']","['asumsi', 'media', 'pro', 'ganjar', 'anies', 'cuaaaaahks', 'cuih']","['asumsi', 'media', 'pro', 'ganjar', 'anies', 'cuaaaaahks', 'cuih']",asumsi media pro ganjar anies cuaaaaahks cuih
302,blom ngeluarin ulti politik identitas,"['blom', 'ngeluarin', 'ulti', 'politik', 'identitas']",<FreqDist with 5 samples and 5 outcomes>,"['blom', 'ngeluarin', 'ulti', 'politik', 'identitas']","['belum', 'ngeluarin', 'ulti', 'politik', 'identitas']","['belum', 'ngeluarin', 'ulti', 'politik', 'identitas']",belum ngeluarin ulti politik identitas
303,aku ra percaya,"['aku', 'ra', 'percaya']",<FreqDist with 3 samples and 3 outcomes>,"['ra', 'percaya']","['ra', 'percaya']","['ra', 'percaya']",ra percaya
304,capres di sokong kelompok intoleran radikal khilafah loverss yaa mana mungkin jadi presiden lihat prabowo setelah terbebas dari kelompok radikal sekarang prabowo berpeluang untuk jadi presiden di,"['capres', 'di', 'sokong', 'kelompok', 'intoleran', 'radikal', 'khilafah', 'loverss', 'yaa', 'mana', 'mungkin', 'jadi', 'presiden', 'lihat', 'prabowo', 'setelah', 'terbebas', 'dari', 'kelompok', 'radikal', 'sekarang', 'prabowo', 'berpeluang', 'untuk', 'jadi', 'presiden', 'di']",<FreqDist with 21 samples and 27 outcomes>,"['capres', 'sokong', 'kelompok', 'intoleran', 'radikal', 'khilafah', 'loverss', 'yaa', 'presiden', 'lihat', 'prabowo', 'terbebas', 'kelompok', 'radikal', 'prabowo', 'berpeluang', 'presiden']","['capres', 'sokong', 'kelompok', 'intoleran', 'radikal', 'khilafah', 'loverss', 'yaa', 'presiden', 'lihat', 'prabowo', 'terbebas', 'kelompok', 'radikal', 'prabowo', 'berpeluang', 'presiden']","['capres', 'sokong', 'kelompok', 'intoleran', 'radikal', 'khilafah', 'loverss', 'yaa', 'presiden', 'lihat', 'prabowo', 'bebas', 'kelompok', 'radikal', 'prabowo', 'peluang', 'presiden']",capres sokong kelompok intoleran radikal khilafah loverss yaa presiden lihat prabowo bebas kelompok radikal prabowo peluang presiden
305,pake strategi agama yg tertindas yakin gw,"['pake', 'strategi', 'agama', 'yg', 'tertindas', 'yakin', 'gw']",<FreqDist with 7 samples and 7 outcomes>,"['pake', 'strategi', 'agama', 'tertindas', 'gw']","['pake', 'strategi', 'agama', 'tertindas', 'saya']","['pake', 'strategi', 'agama', 'tindas', 'saya']",pake strategi agama tindas saya
306,siapapun yang diusung golkar pasti menang,"['siapapun', 'yang', 'diusung', 'golkar', 'pasti', 'menang']",<FreqDist with 6 samples and 6 outcomes>,"['diusung', 'golkar', 'menang']","['diusung', 'golkar', 'menang']","['usung', 'golkar', 'menang']",usung golkar menang
307,kalau sdh tdk ada kepercayaan apapun yang disampaikan kepada masyarakat tetap sdh tdk mendpt perhatian lagi,"['kalau', 'sdh', 'tdk', 'ada', 'kepercayaan', 'apapun', 'yang', 'disampaikan', 'kepada', 'masyarakat', 'tetap', 'sdh', 'tdk', 'mendpt', 'perhatian', 'lagi']",<FreqDist with 14 samples and 16 outcomes>,"['kepercayaan', 'apapun', 'masyarakat', 'mendpt', 'perhatian']","['kepercayaan', 'apapun', 'masyarakat', 'mendpt', 'perhatian']","['percaya', 'apa', 'masyarakat', 'mendpt', 'perhati']",percaya apa masyarakat mendpt perhati
308,mantappppp,['mantappppp'],<FreqDist with 1 samples and 1 outcomes>,['mantappppp'],['mantappppp'],['mantappppp'],mantappppp
309,bodoamat survay survey survay survey yg di survey kaga tau siapa aja wkwkwkw,"['bodoamat', 'survay', 'survey', 'survay', 'survey', 'yg', 'di', 'survey', 'kaga', 'tau', 'siapa', 'aja', 'wkwkwkw']",<FreqDist with 10 samples and 13 outcomes>,"['bodoamat', 'survay', 'survey', 'survay', 'survey', 'survey', 'kaga', 'wkwkwkw']","['bodoamat', 'survay', 'survey', 'survay', 'survey', 'survey', 'tidak', 'wkwkwkw']","['bodoamat', 'survay', 'survey', 'survay', 'survey', 'survey', 'tidak', 'wkwkwkw']",bodoamat survay survey survay survey survey tidak wkwkwkw
310,apasih  bakal jg gw milih ganjar,"['apasih', 'bakal', 'jg', 'gw', 'milih', 'ganjar']",<FreqDist with 6 samples and 6 outcomes>,"['apasih', 'gw', 'milih', 'ganjar']","['apasih', 'saya', 'milih', 'ganjar']","['apasih', 'saya', 'milih', 'ganjar']",apasih saya milih ganjar
311,menurut saya slide ke dan yang sangat berpengaruh di masyarakat,"['menurut', 'saya', 'slide', 'ke', 'dan', 'yang', 'sangat', 'berpengaruh', 'di', 'masyarakat']",<FreqDist with 10 samples and 10 outcomes>,"['slide', 'berpengaruh', 'masyarakat']","['slide', 'berpengaruh', 'masyarakat']","['slide', 'pengaruh', 'masyarakat']",slide pengaruh masyarakat
312,sumsi tetek bengek,"['sumsi', 'tetek', 'bengek']",<FreqDist with 3 samples and 3 outcomes>,"['sumsi', 'tetek', 'bengek']","['sumsi', 'tetek', 'bengek']","['sumsi', 'tetek', 'bengek']",sumsi tetek bengek
313,hahahaha hanya asumsi ko bukan kenyataan nya,"['hahahaha', 'hanya', 'asumsi', 'ko', 'bukan', 'kenyataan', 'nya']",<FreqDist with 7 samples and 7 outcomes>,"['hahahaha', 'asumsi', 'ko', 'kenyataan']","['hahahaha', 'asumsi', 'ko', 'kenyataan']","['hahahaha', 'asumsi', 'ko', 'nyata']",hahahaha asumsi ko nyata
314,survey jmbt bayaran kapan lo di survey,"['survey', 'jmbt', 'bayaran', 'kapan', 'lo', 'di', 'survey']",<FreqDist with 6 samples and 7 outcomes>,"['survey', 'jmbt', 'bayaran', 'lo', 'survey']","['survey', 'jmbt', 'bayaran', 'kamu', 'survey']","['survey', 'jmbt', 'bayar', 'kamu', 'survey']",survey jmbt bayar kamu survey
315,selama saya hidup tahun di bumi ini ko saya ka pernah meresa kena survey kaya gini ini penyelegara survey siapa sih penasaran,"['selama', 'saya', 'hidup', 'tahun', 'di', 'bumi', 'ini', 'ko', 'saya', 'ka', 'pernah', 'meresa', 'kena', 'survey', 'kaya', 'gini', 'ini', 'penyelegara', 'survey', 'siapa', 'sih', 'penasaran']",<FreqDist with 19 samples and 22 outcomes>,"['hidup', 'bumi', 'ko', 'ka', 'meresa', 'kena', 'survey', 'kaya', 'gini', 'penyelegara', 'survey', 'penasaran']","['hidup', 'bumi', 'ko', 'ka', 'meresa', 'kena', 'survey', 'kaya', 'gini', 'penyelegara', 'survey', 'penasaran']","['hidup', 'bumi', 'ko', 'ka', 'resa', 'kena', 'survey', 'kaya', 'gin', 'penyelegara', 'survey', 'penasaran']",hidup bumi ko ka resa kena survey kaya gin penyelegara survey penasaran
316,karena kurang ,"['karena', 'kurang']",<FreqDist with 2 samples and 2 outcomes>,[],[],[],
317,they dont believe it min udh di keep aja hasil survei nya wkwk kita liat di debat capres nanti,"['they', 'dont', 'believe', 'it', 'min', 'udh', 'di', 'keep', 'aja', 'hasil', 'survei', 'nya', 'wkwk', 'kita', 'liat', 'di', 'debat', 'capres', 'nanti']",<FreqDist with 18 samples and 19 outcomes>,"['they', 'dont', 'believe', 'it', 'min', 'udh', 'keep', 'hasil', 'survei', 'wkwk', 'liat', 'debat', 'capres']","['they', 'dont', 'believe', 'it', 'min', 'udh', 'keep', 'hasil', 'survei', 'wkwk', 'lihat', 'debat', 'capres']","['they', 'dont', 'believe', 'it', 'min', 'udh', 'keep', 'hasil', 'survei', 'wkwk', 'lihat', 'debat', 'capres']",they dont believe it min udh keep hasil survei wkwk lihat debat capres
318,coba asumsi bikin survey mandiri pasti hasilnya berbanding terbalik paham kan,"['coba', 'asumsi', 'bikin', 'survey', 'mandiri', 'pasti', 'hasilnya', 'berbanding', 'terbalik', 'paham', 'kan']",<FreqDist with 11 samples and 11 outcomes>,"['coba', 'asumsi', 'survey', 'mandiri', 'hasilnya', 'berbanding', 'terbalik', 'paham']","['coba', 'asumsi', 'survey', 'mandiri', 'hasilnya', 'berbanding', 'terbalik', 'paham']","['coba', 'asumsi', 'survey', 'mandiri', 'hasil', 'banding', 'balik', 'paham']",coba asumsi survey mandiri hasil banding balik paham
319,belum keluarin konsep karena belum masa kampanye survey ilc malah anies yg menang lembaga survey sekarang ga bisa  jadikan acuan,"['belum', 'keluarin', 'konsep', 'karena', 'belum', 'masa', 'kampanye', 'survey', 'ilc', 'malah', 'anies', 'yg', 'menang', 'lembaga', 'survey', 'sekarang', 'ga', 'bisa', 'jadikan', 'acuan']",<FreqDist with 18 samples and 20 outcomes>,"['keluarin', 'konsep', 'kampanye', 'survey', 'ilc', 'anies', 'menang', 'lembaga', 'survey', 'jadikan', 'acuan']","['keluarin', 'konsep', 'kampanye', 'survey', 'ilc', 'anies', 'menang', 'lembaga', 'survey', 'jadikan', 'acuan']","['keluarin', 'konsep', 'kampanye', 'survey', 'ilc', 'anies', 'menang', 'lembaga', 'survey', 'jadi', 'acu']",keluarin konsep kampanye survey ilc anies menang lembaga survey jadi acu
320,kebalik kali persentasenya yang putih,"['kebalik', 'kali', 'persentasenya', 'yang', 'putih']",<FreqDist with 5 samples and 5 outcomes>,"['kebalik', 'kali', 'persentasenya', 'putih']","['kebalik', 'kali', 'persentasenya', 'putih']","['balik', 'kali', 'persentase', 'putih']",balik kali persentase putih
321,jual omongan doang,"['jual', 'omongan', 'doang']",<FreqDist with 3 samples and 3 outcomes>,"['jual', 'omongan', 'doang']","['jual', 'omongan', 'doang']","['jual', 'omong', 'doang']",jual omong doang
322,sopo se anies iki,"['sopo', 'se', 'anies', 'iki']",<FreqDist with 4 samples and 4 outcomes>,"['sopo', 'anies', 'iki']","['siapa', 'anies', 'iki']","['siapa', 'anies', 'iki']",siapa anies iki
323,kalo surveinya bener kok pada ketakutan dan jagal sana jagal sini ya,"['kalo', 'surveinya', 'bener', 'kok', 'pada', 'ketakutan', 'dan', 'jagal', 'sana', 'jagal', 'sini', 'ya']",<FreqDist with 11 samples and 12 outcomes>,"['surveinya', 'bener', 'ketakutan', 'jagal', 'jagal']","['surveinya', 'bener', 'ketakutan', 'jagal', 'jagal']","['survei', 'bener', 'takut', 'jagal', 'jagal']",survei bener takut jagal jagal
324,naik naik ke puncak gunung tinggi tinggi sekali,"['naik', 'naik', 'ke', 'puncak', 'gunung', 'tinggi', 'tinggi', 'sekali']",<FreqDist with 6 samples and 8 outcomes>,"['puncak', 'gunung']","['puncak', 'gunung']","['puncak', 'gunung']",puncak gunung
325,yaiyalah ini asumsi,"['yaiyalah', 'ini', 'asumsi']",<FreqDist with 3 samples and 3 outcomes>,"['yaiyalah', 'asumsi']","['yaiyalah', 'asumsi']","['yaiyalah', 'asumsi']",yaiyalah asumsi
326,kan katanya untuk keliling ri sy akui sy kalah tp untuk trobosan sy maju kurleb bgtu,"['kan', 'katanya', 'untuk', 'keliling', 'ri', 'sy', 'akui', 'sy', 'kalah', 'tp', 'untuk', 'trobosan', 'sy', 'maju', 'kurleb', 'bgtu']",<FreqDist with 13 samples and 16 outcomes>,"['keliling', 'ri', 'sy', 'akui', 'sy', 'kalah', 'tp', 'trobosan', 'sy', 'maju', 'kurleb', 'bgtu']","['keliling', 'ri', 'sy', 'akui', 'sy', 'kalah', 'tetapi', 'trobosan', 'sy', 'maju', 'kurleb', 'bgtu']","['keliling', 'ri', 'sy', 'aku', 'sy', 'kalah', 'tetapi', 'trobosan', 'sy', 'maju', 'kurleb', 'bgtu']",keliling ri sy aku sy kalah tetapi trobosan sy maju kurleb bgtu
327,namanya juga asumsi,"['namanya', 'juga', 'asumsi']",<FreqDist with 3 samples and 3 outcomes>,"['namanya', 'asumsi']","['namanya', 'asumsi']","['nama', 'asumsi']",nama asumsi
328,anis for ri,"['anis', 'for', 'ri']",<FreqDist with 3 samples and 3 outcomes>,"['anis', 'for', 'ri']","['anies', 'for', 'ri']","['anies', 'for', 'ri']",anies for ri
329,yg aslinya tidak seperti itusurvey bisa di buat bisa di pesen siapapun,"['yg', 'aslinya', 'tidak', 'seperti', 'itusurvey', 'bisa', 'di', 'buat', 'bisa', 'di', 'pesen', 'siapapun']",<FreqDist with 10 samples and 12 outcomes>,"['aslinya', 'itusurvey', 'pesen']","['aslinya', 'itusurvey', 'pesen']","['asli', 'itusurvey', 'sen']",asli itusurvey sen
330,anies jarang mandi kyny,"['anies', 'jarang', 'mandi', 'kyny']",<FreqDist with 4 samples and 4 outcomes>,"['anies', 'jarang', 'mandi', 'kyny']","['anies', 'jarang', 'mandi', 'kyny']","['anies', 'jarang', 'mandi', 'kyny']",anies jarang mandi kyny
331,omdo,['omdo'],<FreqDist with 1 samples and 1 outcomes>,['omdo'],['omdo'],['omdo'],omdo
332,kalau gak populer dan gak menarik kenapa mutar muter ngatur koalisi gitu aja logika nya,"['kalau', 'gak', 'populer', 'dan', 'gak', 'menarik', 'kenapa', 'mutar', 'muter', 'ngatur', 'koalisi', 'gitu', 'aja', 'logika', 'nya']",<FreqDist with 14 samples and 15 outcomes>,"['populer', 'menarik', 'mutar', 'muter', 'ngatur', 'koalisi', 'gitu', 'logika']","['populer', 'menarik', 'mutar', 'muter', 'ngatur', 'koalisi', 'gitu', 'logika']","['populer', 'tarik', 'mutar', 'muter', 'ngatur', 'koalisi', 'gitu', 'logika']",populer tarik mutar muter ngatur koalisi gitu logika
333,anies isone cuan gkeman,"['anies', 'isone', 'cuan', 'gkeman']",<FreqDist with 4 samples and 4 outcomes>,"['anies', 'isone', 'cuan', 'gkeman']","['anies', 'isone', 'cuan', 'gkeman']","['anies', 'isone', 'cuan', 'gkeman']",anies isone cuan gkeman
334,alasan kuat milih anies kan emang karna kelompok aja,"['alasan', 'kuat', 'milih', 'anies', 'kan', 'emang', 'karna', 'kelompok', 'aja']",<FreqDist with 9 samples and 9 outcomes>,"['alasan', 'kuat', 'milih', 'anies', 'emang', 'karna', 'kelompok']","['alasan', 'kuat', 'milih', 'anies', 'emang', 'karna', 'kelompok']","['alas', 'kuat', 'milih', 'anies', 'emang', 'karna', 'kelompok']",alas kuat milih anies emang karna kelompok
335,kita bicara fakta dan data bukan retorika belaka,"['kita', 'bicara', 'fakta', 'dan', 'data', 'bukan', 'retorika', 'belaka']",<FreqDist with 8 samples and 8 outcomes>,"['bicara', 'fakta', 'data', 'retorika', 'belaka']","['bicara', 'fakta', 'data', 'retorika', 'belaka']","['bicara', 'fakta', 'data', 'retorika', 'belaka']",bicara fakta data retorika belaka
336,ya media,"['ya', 'media']",<FreqDist with 2 samples and 2 outcomes>,['media'],['media'],['media'],media
337,yang dukung anies ya orang dari golongan itu aja,"['yang', 'dukung', 'anies', 'ya', 'orang', 'dari', 'golongan', 'itu', 'aja']",<FreqDist with 9 samples and 9 outcomes>,"['dukung', 'anies', 'orang', 'golongan']","['dukung', 'anies', 'orang', 'golongan']","['dukung', 'anies', 'orang', 'golong']",dukung anies orang golong
338,pa hj wisnumurti,"['pa', 'hj', 'wisnumurti']",<FreqDist with 3 samples and 3 outcomes>,"['pa', 'hj', 'wisnumurti']","['pa', 'hj', 'wisnumurti']","['pa', 'hj', 'wisnumurti']",pa hj wisnumurti
339,seru baca komenannya sudah terliat kecenderungan basis calon padahal masih tahunan masa jabatan presiden skrgg,"['seru', 'baca', 'komenannya', 'sudah', 'terliat', 'kecenderungan', 'basis', 'calon', 'padahal', 'masih', 'tahunan', 'masa', 'jabatan', 'presiden', 'skrgg']",<FreqDist with 15 samples and 15 outcomes>,"['seru', 'baca', 'komenannya', 'terliat', 'kecenderungan', 'basis', 'calon', 'tahunan', 'jabatan', 'presiden', 'skrgg']","['seru', 'baca', 'komenannya', 'terliat', 'kecenderungan', 'basis', 'calon', 'tahunan', 'jabatan', 'presiden', 'skrgg']","['seru', 'baca', 'komenannya', 'liat', 'cenderung', 'basis', 'calon', 'tahun', 'jabat', 'presiden', 'skrgg']",seru baca komenannya liat cenderung basis calon tahun jabat presiden skrgg
340,masyarakat indonesia ga percaya survey,"['masyarakat', 'indonesia', 'ga', 'percaya', 'survey']",<FreqDist with 5 samples and 5 outcomes>,"['masyarakat', 'indonesia', 'percaya', 'survey']","['masyarakat', 'indonesia', 'percaya', 'survey']","['masyarakat', 'indonesia', 'percaya', 'survey']",masyarakat indonesia percaya survey
341,bismillah anis menang pilpres tak peduli apa kata bazer,"['bismillah', 'anis', 'menang', 'pilpres', 'tak', 'peduli', 'apa', 'kata', 'bazer']",<FreqDist with 9 samples and 9 outcomes>,"['bismillah', 'anis', 'menang', 'pilpres', 'peduli', 'bazer']","['bismillah', 'anies', 'menang', 'pilpres', 'peduli', 'bazer']","['bismillah', 'anies', 'menang', 'pilpres', 'peduli', 'bazer']",bismillah anies menang pilpres peduli bazer
342,oo bagus broo,"['oo', 'bagus', 'broo']",<FreqDist with 3 samples and 3 outcomes>,"['oo', 'bagus', 'broo']","['oo', 'bagus', 'broo']","['oo', 'bagus', 'broo']",oo bagus broo
343,yang pasti ini media tidak netral,"['yang', 'pasti', 'ini', 'media', 'tidak', 'netral']",<FreqDist with 6 samples and 6 outcomes>,"['media', 'netral']","['media', 'netral']","['media', 'netral']",media netral
344,gatau kenapa ga kunjung naik tapi yg jadi presiden keknya nnti pak anies,"['gatau', 'kenapa', 'ga', 'kunjung', 'naik', 'tapi', 'yg', 'jadi', 'presiden', 'keknya', 'nnti', 'pak', 'anies']",<FreqDist with 13 samples and 13 outcomes>,"['gatau', 'kunjung', 'presiden', 'keknya', 'nnti', 'anies']","['gatau', 'kunjung', 'presiden', 'keknya', 'nnti', 'anies']","['gatau', 'kunjung', 'presiden', 'kek', 'nnti', 'anies']",gatau kunjung presiden kek nnti anies
345,wkwk selalu anis di cegal mlh mkin bnyk org peduli,"['wkwk', 'selalu', 'anis', 'di', 'cegal', 'mlh', 'mkin', 'bnyk', 'org', 'peduli']",<FreqDist with 10 samples and 10 outcomes>,"['wkwk', 'anis', 'cegal', 'mlh', 'mkin', 'bnyk', 'org', 'peduli']","['wkwk', 'anies', 'cegal', 'malah', 'semakin', 'bnyk', 'org', 'peduli']","['wkwk', 'anies', 'cegal', 'malah', 'makin', 'bnyk', 'org', 'peduli']",wkwk anies cegal malah makin bnyk org peduli
346,padahal posisi ke tapi kenapa di goreng terus ya ada yang panik,"['padahal', 'posisi', 'ke', 'tapi', 'kenapa', 'di', 'goreng', 'terus', 'ya', 'ada', 'yang', 'panik']",<FreqDist with 12 samples and 12 outcomes>,"['posisi', 'goreng', 'panik']","['posisi', 'goreng', 'panik']","['posisi', 'goreng', 'panik']",posisi goreng panik
347,nitip ini dulu tahun depan saya balik lagi sekalian buktikan kesini kalo survey tiputipu ini hasilnya berbanding terbalik,"['nitip', 'ini', 'dulu', 'tahun', 'depan', 'saya', 'balik', 'lagi', 'sekalian', 'buktikan', 'kesini', 'kalo', 'survey', 'tiputipu', 'ini', 'hasilnya', 'berbanding', 'terbalik']",<FreqDist with 17 samples and 18 outcomes>,"['nitip', 'buktikan', 'kesini', 'survey', 'tiputipu', 'hasilnya', 'berbanding', 'terbalik']","['nitip', 'buktikan', 'kesini', 'survey', 'tiputipu', 'hasilnya', 'berbanding', 'terbalik']","['nitip', 'bukti', 'kesini', 'survey', 'tiputipu', 'hasil', 'banding', 'balik']",nitip bukti kesini survey tiputipu hasil banding balik
348,nanti konsep nya di copy terus yang bicara orang banteng,"['nanti', 'konsep', 'nya', 'di', 'copy', 'terus', 'yang', 'bicara', 'orang', 'banteng']",<FreqDist with 10 samples and 10 outcomes>,"['konsep', 'copy', 'bicara', 'orang', 'banteng']","['konsep', 'copy', 'bicara', 'orang', 'banteng']","['konsep', 'copy', 'bicara', 'orang', 'banteng']",konsep copy bicara orang banteng
349,lawan anies ga ada yang bisa di kan dan ga bisa di cap anti islam sebagainya,"['lawan', 'anies', 'ga', 'ada', 'yang', 'bisa', 'di', 'kan', 'dan', 'ga', 'bisa', 'di', 'cap', 'anti', 'islam', 'sebagainya']",<FreqDist with 13 samples and 16 outcomes>,"['lawan', 'anies', 'cap', 'anti', 'islam']","['lawan', 'anies', 'cap', 'anti', 'islam']","['lawan', 'anies', 'cap', 'anti', 'islam']",lawan anies cap anti islam
350,ini yg dl survey nya meleset ya,"['ini', 'yg', 'dl', 'survey', 'nya', 'meleset', 'ya']",<FreqDist with 7 samples and 7 outcomes>,"['dl', 'survey', 'meleset']","['dl', 'survey', 'meleset']","['dl', 'survey', 'meleset']",dl survey meleset
351,surpaii syurrrpaii syurrr,"['surpaii', 'syurrrpaii', 'syurrr']",<FreqDist with 3 samples and 3 outcomes>,"['surpaii', 'syurrrpaii', 'syurrr']","['survey', 'survey', 'syurrr']","['survey', 'survey', 'syurrr']",survey survey syurrr
